,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
280,Torbay,90,CA,1591112055,100,47.67,-52.73,53.01,21.92
281,Fairbanks,1,US,1591111803,87,64.84,-147.72,52.0,3.36
282,Mossamedes,20,AO,1591112058,74,-15.2,12.15,78.8,19.46
283,Sitka,90,US,1591112001,93,57.05,-135.33,46.4,5.82
284,Diamantino,65,BR,1591112060,50,-14.41,-56.45,84.33,2.75
285,Wanning,95,CN,1591112062,87,18.8,110.4,82.36,12.35
286,Crieff,100,GB,1591112063,71,56.37,-3.84,69.01,5.01
287,Kailua,75,US,1591112048,62,21.4,-157.74,84.2,9.46
288,Isangel,20,VU,1591112044,82,-19.55,169.27,75.42,6.8
289,Kathmandu,75,NP,1591111771,60,27.72,85.32,73.4,4.7
290,Englewood,75,US,1591111809,29,39.65,-104.99,81.0,5.82
291,Dingle,100,PH,1591112069,75,11.0,122.67,78.8,3.42
292,Flin Flon,75,CA,1591112070,67,54.77,-101.86,57.2,12.75
293,Twentynine Palms,1,US,1591112071,28,34.14,-116.05,86.0,3.36
294,Mwinilunga,71,ZM,1591112072,44,-11.74,24.43,70.88,5.88
295,Coolum Beach,0,AU,1591112074,74,-26.53,153.1,48.99,10.74
296,La Tuque,81,CA,1591111807,34,47.43,-72.78,61.45,4.27
297,Kumul,0,CN,1591112076,15,42.8,93.45,83.71,6.44
298,Saint-Augustin,100,CA,1591112077,95,51.23,-58.65,53.1,22.55
299,Tsumeb,0,NA,1591112078,21,-19.23,17.72,72.7,8.37
300,Jalu,96,LY,1591112080,22,29.03,21.55,89.8,10.33
301,Inhambane,40,MZ,1591112081,69,-23.86,35.38,73.4,5.82
302,Ballina,0,AU,1591112083,54,-28.87,153.57,53.6,13.87
303,Satun,20,TH,1591112084,94,6.83,100.0,82.4,2.24
304,Amapá,100,BR,1591112085,98,1.0,-52.0,73.02,0.49
305,Penzance,6,GB,1591112086,56,50.12,-5.54,73.4,13.87
306,Olavarría,47,AR,1591112087,59,-36.89,-60.32,54.0,3.0
307,Fayaoué,1,NC,1591112089,84,-20.65,166.53,76.73,13.27
308,Seoul,75,KR,1591112090,88,37.57,126.98,68.0,3.36
309,Andenes,75,NO,1591111892,87,69.31,16.12,46.4,11.41
310,Linden,40,GY,1591112092,88,6.0,-58.3,78.8,3.36
311,Dembī Dolo,83,ET,1591112093,96,8.53,34.8,62.17,3.36
312,Lubao,75,PH,1591112095,78,14.92,120.55,82.4,6.93
313,Shouguang,100,CN,1591111802,52,36.88,118.74,77.0,10.25
314,Agüimes,20,ES,1591112098,57,27.91,-15.45,77.0,13.87
315,Antofagasta,20,CL,1591111836,72,-23.65,-70.4,60.8,10.29
316,Kavaratti,100,IN,1591112100,77,10.57,72.64,84.16,21.9
317,Skjervøy,75,NO,1591112101,81,70.03,20.97,48.2,14.99
318,Bollnäs,72,SE,1591112103,58,61.35,16.39,69.48,1.23
319,Manadhoo,83,MV,1591112104,77,5.77,73.38,83.61,15.17
320,Alice Springs,0,AU,1591112105,65,-23.7,133.88,44.6,8.16
321,Tarauacá,97,BR,1591112106,52,-8.16,-70.77,89.62,2.15
322,Alofi,18,NU,1591112107,88,-19.06,-169.92,75.2,10.29
323,Sri Aman,19,MY,1591112109,94,1.24,111.46,77.0,0.67
324,Pavlogradka,0,RU,1591112110,62,54.2,73.56,54.63,8.03
325,Santa Rosa,75,PH,1591112111,74,14.31,121.11,86.0,2.24
326,Mutare,0,ZW,1591112112,61,-18.97,32.67,56.88,4.18
327,Khvatovka,53,RU,1591112114,90,52.35,46.56,60.49,9.42
328,Cockburn Town,40,TC,1591112113,76,21.46,-71.14,81.21,14.5
329,Winchester,86,GB,1591112116,38,51.07,-1.32,75.2,6.93
330,Altay,0,CN,1591112117,39,47.87,88.12,67.5,5.91
331,Zharkent,96,KZ,1591112093,32,44.16,80.0,76.33,7.0
332,Port Moresby,75,PG,1591112119,94,-9.44,147.18,77.0,11.41
333,Madimba,46,TZ,1591112121,82,-10.4,40.33,75.76,12.19
334,Jacobabad,0,PK,1591112122,18,28.28,68.44,100.18,11.52
335,Angoche,5,MZ,1591112123,74,-16.23,39.91,74.08,8.08
336,São Caetano de Odivelas,96,BR,1591112125,91,-0.75,-48.02,80.83,4.7
337,Yar-Sale,99,RU,1591112126,90,66.83,70.83,37.65,15.12
338,Mokhotlong,0,LS,1591112127,45,-29.29,29.07,48.02,2.21
339,Dzilam González,100,MX,1591112128,99,21.28,-88.93,78.01,9.86
340,Caxito,20,AO,1591112129,78,-8.58,13.66,80.6,9.17
341,Wagar,17,SD,1591112131,12,16.15,36.2,104.54,4.94
342,Karasburg,88,NA,1591112132,22,-28.02,18.75,70.52,6.76
343,San Policarpo,47,PH,1591112133,74,12.18,125.51,81.81,4.54
344,Markdale,99,CA,1591111980,75,44.32,-80.65,66.0,10.76
345,Koshki,100,RU,1591112135,92,54.21,50.47,56.59,6.33
346,Krutinka,75,RU,1591112137,82,56.01,71.51,48.52,7.43
347,Sūsangerd,41,IR,1591112138,9,31.56,48.18,113.0,4.7
348,Santa Engracia,100,ES,1591112139,50,41.94,-1.32,82.99,4.7
349,San Angelo,90,US,1591112033,73,31.46,-100.44,75.0,8.05
350,Hualmay,79,PE,1591112068,76,-11.1,-77.61,68.54,7.56
351,Clyde River,20,CA,1591112143,92,70.47,-68.59,24.8,5.82
352,Bathsheba,40,BB,1591112144,66,13.22,-59.52,86.0,18.34
353,Zhangjiakou,0,CN,1591112145,24,40.81,114.88,67.77,11.74
354,Itaqui,0,BR,1591112147,55,-29.13,-56.55,56.1,4.83
355,Belyy Yar,40,RU,1591112148,93,53.6,91.39,57.2,4.47
356,Port Augusta,56,AU,1591112149,93,-32.5,137.77,55.4,6.93
357,Meulaboh,92,ID,1591112150,83,4.14,96.13,79.72,2.44
358,Rome,90,US,1591112151,71,43.21,-75.46,59.0,2.86
359,Eenhana,0,NA,1591112153,16,-17.47,16.33,86.0,6.93
360,Mil'kovo,35,RU,1591112154,84,54.72,158.62,41.99,3.62
361,Bud,1,US,1591112155,47,39.45,-86.18,79.0,12.75
362,Balabac,95,PH,1591112157,73,7.99,117.06,83.17,2.51
363,Talagang,61,PK,1591112158,38,32.93,72.42,86.4,7.09
364,Pacific Grove,1,US,1591111877,68,36.62,-121.92,66.99,5.28
365,Rottingdean,91,GB,1591112160,46,50.81,-0.06,75.99,11.41
366,Kutum,0,SD,1591112161,10,14.2,24.67,93.99,12.28
367,Svetlaya,95,RU,1591112163,94,46.54,138.33,49.71,1.43
368,Phonhong,75,LA,1591112164,100,18.5,102.42,78.8,2.24
369,Pirassununga,1,BR,1591111984,49,-22.0,-47.43,73.4,3.36
370,Shenjiamen,100,CN,1591112166,90,29.96,122.3,72.79,11.41
371,Ranong,100,TH,1591112168,79,9.97,98.63,81.9,2.71
372,Necochea,50,AR,1591112169,64,-38.55,-58.74,55.0,11.99
373,Broken Hill,75,AU,1591112170,76,-31.95,141.43,53.6,14.99
374,Belaya Gora,100,RU,1591112171,55,68.53,146.42,46.11,3.87
375,Östersund,96,SE,1591112172,42,63.18,14.64,68.0,6.93
376,Lavrentiya,0,RU,1591112174,78,65.58,-171.0,38.53,0.89
377,Pangody,99,RU,1591112175,69,65.85,74.49,40.28,10.6
378,Natchitoches,1,US,1591112176,61,31.77,-93.13,82.4,1.48
379,Porbandar,99,IN,1591112177,79,21.64,69.61,84.2,8.39
380,Bafoulabé,47,ML,1591112179,20,13.81,-10.83,105.82,3.67
381,Kysyl-Syr,0,RU,1591112180,43,63.9,122.76,52.95,1.77
382,Farafangana,3,MG,1591112181,74,-22.82,47.83,68.09,6.71
383,Kashgar,23,CN,1591112182,14,39.45,75.98,82.4,4.47
384,Viedma,63,AR,1591112183,52,-40.81,-63.0,60.4,19.53
385,Biak,100,ID,1591112184,79,-0.91,122.88,78.4,6.98
386,Presidente Bernardes,90,BR,1591112186,93,-22.01,-51.55,66.2,3.67
387,Vao,11,NC,1591112187,89,-22.67,167.48,74.79,13.18
388,Mopti,82,ML,1591112188,23,14.67,-4.0,107.6,9.17
389,Salinópolis,68,BR,1591112190,83,-0.61,-47.36,82.31,8.37
390,El Vigia,86,VE,1591112191,61,8.62,-71.65,87.04,5.3
391,Buraidah,0,SA,1591112192,15,26.33,43.98,104.0,6.93
392,Haveli Lakha,16,PK,1591112193,36,30.45,73.7,91.8,4.12
393,Coxim,57,BR,1591112194,61,-18.51,-54.76,80.4,2.21
394,Nantucket,20,US,1591112196,55,41.28,-70.1,62.6,8.05
395,Karasjok,99,NO,1591112197,58,69.47,25.51,57.2,14.99
396,Mfou,96,CM,1591112199,74,3.72,11.64,75.27,1.32
397,Nkhotakota,0,MW,1591112201,61,-12.93,34.3,70.86,3.51
398,Bundaberg,0,AU,1591112202,57,-24.85,152.35,53.01,5.82
399,Aracati,91,BR,1591112203,63,-4.56,-37.77,86.31,9.69
400,Batagay-Alyta,66,RU,1591112204,82,67.8,130.41,42.24,5.19
401,Kattivākkam,40,IN,1591112205,79,13.22,80.32,87.8,13.87
402,Sinnamary,100,GF,1591112207,80,5.38,-52.95,82.08,7.7
403,Petropavlovsk-Kamchatskiy,61,RU,1591112208,87,53.05,158.65,42.8,4.47
404,Churapcha,3,RU,1591112209,84,62.0,132.43,44.82,1.63
405,Agirish,62,RU,1591112210,49,61.92,63.02,50.29,3.0
406,Novikovo,100,RU,1591112212,81,51.15,37.89,61.59,5.06
407,Kapiri Mposhi,99,ZM,1591112213,51,-13.97,28.68,67.66,6.08
408,Karratha,100,AU,1591112214,33,-20.74,116.85,73.8,12.12
409,Cooma,0,AU,1591112215,85,-36.23,149.13,42.8,16.11
410,Prince Rupert,90,CA,1591112216,93,54.32,-130.32,48.2,4.7
411,Ust-Maya,0,RU,1591112218,68,60.42,134.53,44.89,1.48
412,Puerto Escondido,75,MX,1591112219,69,15.85,-97.07,80.6,6.96
413,Hambantota,75,LK,1591112220,74,6.12,81.12,84.2,6.93
414,San Patricio,20,MX,1591112221,83,19.22,-104.7,80.6,6.93
415,Santa Luzia,20,BR,1591112223,56,-19.77,-43.85,73.4,4.7
416,Husavik,75,IS,1591112224,43,66.04,-17.34,55.4,8.05
417,Shitanjing,0,CN,1591112225,19,39.23,106.34,69.17,4.09
418,Ust-Nera,85,RU,1591112226,67,64.57,143.2,40.51,0.6
419,Belorechensk,40,RU,1591112227,73,44.76,39.87,69.8,4.47
420,Bambous Virieux,75,MU,1591112229,94,-20.34,57.76,71.6,12.75
421,Aitape,29,PG,1591112230,85,-3.14,142.35,78.98,3.53
422,Vila,20,PT,1591112231,60,42.03,-8.16,82.0,13.87
423,Montepuez,1,MZ,1591112232,50,-13.13,39.0,71.64,4.07
424,Tautira,100,PF,1591112234,78,-17.73,-149.15,77.0,1.12
425,Pisco,90,PE,1591112235,88,-13.7,-76.22,64.4,5.82
426,Divinópolis,0,BR,1591112236,57,-20.14,-44.88,74.23,6.02
427,Taltal,0,CL,1591112237,57,-25.4,-70.48,66.34,5.26
428,Mitsamiouli,20,KM,1591112238,62,-11.38,43.28,84.2,19.46
429,High Level,75,CA,1591112240,71,58.52,-117.14,50.0,2.24
430,Vardø,95,NO,1591112241,62,70.37,31.11,53.6,23.04
431,Along,95,IN,1591112242,88,28.17,94.77,67.19,2.35
432,Kungurtug,90,RU,1591112243,85,50.6,97.52,45.45,0.85
433,Coahuayana Viejo,79,MX,1591112245,54,18.73,-103.68,85.46,4.43
434,Thāsra,75,IN,1591112246,48,22.8,73.22,91.4,4.7
435,Chudovo,36,RU,1591112247,51,59.12,31.68,59.32,6.76
436,Ormara,0,PK,1591112248,90,25.21,64.64,84.13,7.81
437,Takoradze,85,GH,1591112249,77,4.88,-1.76,82.96,11.23
438,Kamaishi,100,JP,1591112250,60,39.27,141.88,62.89,6.38
439,Forsytheganj,13,BY,1591112252,73,52.63,29.73,55.96,9.33
440,Rumenka,20,RS,1591112253,87,45.29,19.74,66.99,10.29
441,Nepomuceno,2,BR,1591112254,59,-21.24,-45.24,72.21,5.66
442,Adeje,20,ES,1591112255,50,28.12,-16.73,78.8,20.8
443,Haines Junction,100,CA,1591112257,60,60.75,-137.51,45.48,5.84
444,Port Hawkesbury,90,CA,1591112258,93,45.62,-61.35,48.0,19.46
445,Itoman,20,JP,1591112259,94,26.12,127.67,80.6,12.75
446,Dromolaxia,40,CY,1591112260,30,34.88,33.59,80.6,16.11
447,Los Llanos de Aridane,20,ES,1591112261,65,28.66,-17.92,77.0,5.82
448,Pakxan,83,LA,1591112262,90,18.38,103.66,76.44,2.57
449,Denpasar,75,ID,1591112264,94,-8.65,115.22,84.2,17.22
450,Pleshanovo,68,RU,1591112265,80,52.83,53.48,61.65,10.67
451,Tsiroanomandidy,16,MG,1591112266,54,-18.77,46.03,67.14,1.19
452,Indramayu,76,ID,1591112053,78,-6.33,108.32,82.33,9.26
453,Pinega,33,RU,1591112269,35,64.7,43.39,59.22,1.1
454,Johnstown,90,US,1591112060,55,40.33,-78.92,64.4,8.05
455,Kombissiri,100,BF,1591112271,41,12.07,-1.34,96.8,8.05
456,Qasigiannguit,75,GL,1591112272,86,68.82,-51.19,41.0,8.05
457,Obihiro,99,JP,1591112273,78,42.92,143.2,54.46,3.65
458,Laas,5,IT,1591112275,32,46.62,10.7,68.0,8.05
459,Koumac,92,NC,1591112276,83,-20.57,164.28,75.76,3.71
460,Moose Factory,90,CA,1591112277,87,51.26,-80.61,46.4,8.05
461,Aliwal North,0,ZA,1591112278,36,-30.69,26.71,54.66,4.03
462,Yulara,19,AU,1591112279,57,-25.24,130.99,50.0,9.17
463,Progreso,90,MX,1591112281,94,21.28,-89.67,78.8,13.87
464,Mackay,0,AU,1591112282,67,-21.15,149.2,57.2,6.93
465,Lensk,0,RU,1591112283,46,60.73,114.93,51.42,2.91
466,Guarapari,8,BR,1591111991,56,-20.67,-40.5,81.0,4.41
467,Khawhai,63,IN,1591112286,100,23.37,93.12,61.68,1.57
468,Lagoa,71,PT,1591112287,83,39.05,-27.98,63.25,22.97
469,Ubari,36,LY,1591112288,13,26.59,12.78,100.38,10.29
470,Orsha,75,BY,1591112289,87,54.52,30.41,50.0,20.13
471,Wajir,98,KE,1591112290,51,1.75,40.06,86.13,14.2
472,Maïné Soroa,7,NE,1591112291,10,13.21,12.02,106.88,12.88
473,Bethel,40,US,1591112293,45,41.37,-73.41,66.99,4.7
474,Alta Floresta,33,BR,1591112294,52,-9.88,-56.09,87.8,4.7
475,Henties Bay,65,NA,1591112295,61,-22.12,14.28,72.0,9.95
476,Stokmarknes,75,NO,1591112296,93,68.56,14.91,48.2,12.75
477,Buala,92,SB,1591112298,79,-8.14,159.59,80.87,3.87
478,Nioro,100,GM,1591112299,17,13.35,-15.75,105.1,2.95
479,Sémbé,48,CG,1591112300,89,1.65,14.58,78.8,2.71
480,Mehamn,99,NO,1591112301,81,71.04,27.85,50.0,12.75
481,Yangi Marg`ilon,91,UZ,1591112303,30,40.43,71.72,84.2,2.24
482,Yilan,40,TW,1591112304,83,24.76,121.75,82.4,1.12
483,The Valley,20,AI,1591112305,66,18.22,-63.06,86.0,16.11
484,Freeport,1,US,1591112306,37,40.66,-73.58,72.0,4.7
485,Bolobo,74,CD,1591112308,70,-2.17,16.23,81.7,3.96
486,Kaeo,100,NZ,1591112309,3,-35.1,173.78,50.0,3.09
487,Erenhot,0,CN,1591112310,31,43.65,111.98,58.62,12.48
488,Krasnosel'kup,97,RU,1591112311,47,65.7,82.47,50.9,6.29
489,Kaputa,2,ZM,1591112313,60,-8.47,29.66,73.24,2.68
490,Selma,100,US,1591112314,82,36.57,-119.61,68.0,4.14
491,Yeniseysk,100,RU,1591112315,86,58.45,92.17,51.51,4.36
492,Kupang,1,ID,1591112316,80,-10.17,123.58,78.03,13.13
493,Strai,95,NO,1591112318,49,58.2,7.9,73.0,12.75
494,Pundaguitan,96,PH,1591112319,74,6.37,126.17,83.75,7.47
495,Belinsky,69,RU,1591112320,88,52.96,43.42,62.15,6.87
496,Cap Malheureux,50,MU,1591112321,85,-19.98,57.61,71.01,5.01
497,Ploemeur,35,FR,1591112322,39,47.73,-3.43,80.01,13.87
498,Kuusamo,3,FI,1591112324,37,65.97,29.18,69.8,9.17
499,Santa Cruz de la Sierra,90,BO,1591112325,51,-17.8,-63.17,59.0,13.87
500,Kautokeino,69,NO,1591112326,48,69.01,23.04,56.52,14.63
501,Plettenberg Bay,100,ZA,1591112327,72,-34.05,23.37,61.63,0.89
502,Taiyuan,14,CN,1591112329,27,37.87,112.56,75.2,6.71
503,Koshurnikovo,71,RU,1591112330,100,54.17,93.3,43.81,1.97
504,Margate,100,GB,1591112331,47,51.38,1.39,73.0,1.01
505,Kedrovyy,40,RU,1591112332,93,56.17,91.82,51.8,2.24
506,Tongren,47,CN,1591112334,89,27.72,109.19,72.66,2.24
507,Senanga,0,ZM,1591112335,25,-16.12,23.27,69.24,5.03
508,Guhāgar,100,IN,1591112180,81,17.48,73.19,81.43,14.88
509,Fethiye,40,TR,1591112337,68,36.62,29.12,71.6,13.87
510,Kampene,85,CD,1591112339,61,-3.6,26.67,77.95,1.7
511,Nueva Loja,75,EC,1591112340,83,0.08,-76.88,78.8,2.24
512,Carrick-on-Suir,85,IE,1591112217,60,52.35,-7.41,72.0,13.87
513,Red Wing,1,US,1591112342,51,44.56,-92.53,84.0,3.36
514,Tual,39,ID,1591112344,75,-5.67,132.75,81.79,22.73
515,Kirakira,100,SB,1591112345,81,-10.45,161.92,80.2,8.66
516,Mezen',36,RU,1591112346,55,65.85,44.24,56.37,4.23
517,Mogadishu,75,SO,1591112347,70,2.04,45.34,84.2,17.22
518,Musāfir-Khāna,89,IN,1591112348,27,26.37,81.8,95.09,8.01
519,Lafia,94,NG,1591112350,59,8.48,8.52,88.54,6.93
520,Comodoro Rivadavia,40,AR,1591112069,52,-45.87,-67.5,48.2,6.93
521,Dunedin,51,NZ,1591112352,73,-45.87,170.5,52.0,5.46
522,Teya,99,RU,1591112353,65,60.38,92.63,48.56,1.5
523,Nanortalik,100,GL,1591112354,85,60.14,-45.24,45.9,13.0
524,Llano de Piedra,91,PA,1591112355,67,7.67,-80.57,84.81,3.47
525,Labuhan,100,ID,1591112357,81,-6.88,112.21,80.6,8.08
526,Tabou,76,CI,1591112358,76,4.42,-7.35,83.14,9.17
527,Porto-Novo,20,BJ,1591112359,74,6.5,2.6,82.4,4.7
528,Narasannapeta,100,IN,1591112360,78,18.42,84.05,84.9,7.31
529,Chara,85,RU,1591112362,65,56.91,118.26,48.69,0.94
530,Beringovskiy,0,RU,1591112363,68,63.05,179.32,41.67,3.56
531,Yinchuan,0,CN,1591112364,15,38.47,106.27,75.63,3.47
532,Khāsh,20,IR,1591112365,13,28.22,61.22,85.12,14.07
533,Sedalia,1,US,1591112188,64,38.7,-93.23,77.0,14.99
534,Craig,1,US,1591112368,66,40.52,-107.55,55.4,4.7
535,Naberera,49,TZ,1591112369,83,-4.2,36.93,62.58,8.84
536,Wanaka,100,NZ,1591112371,80,-44.7,169.15,48.34,5.19
537,Karaton,40,ID,1591112372,88,-6.34,106.1,77.0,5.82
538,Djougou,20,BJ,1591112373,58,9.71,1.67,86.0,6.93
539,Haimen,20,CN,1591112374,88,23.19,116.61,82.4,4.47
540,Ngama,2,TD,1591112376,13,11.78,17.17,105.84,6.53
541,Santa Inês,91,BR,1591112377,73,-3.67,-45.38,85.3,4.14
542,Nekā,21,IR,1591112378,65,36.65,53.3,78.8,11.41
543,Acarí,67,PE,1591112379,56,-15.43,-74.62,73.04,7.87
544,Diffa,21,NE,1591112380,9,13.32,12.61,107.46,6.71
545,Warah,0,PK,1591112382,14,27.45,67.8,102.33,4.07
546,Kāzerūn,1,IR,1591112383,25,29.62,51.65,91.24,5.41
547,Lampari,44,PH,1591112384,83,6.31,124.88,74.3,0.56
548,Prescott,1,US,1591112151,19,34.54,-112.47,78.01,2.64
549,Praia da Vitória,75,PT,1591112386,82,38.73,-27.07,62.6,20.09
550,Guerrero Negro,51,MX,1591112388,57,27.98,-114.06,72.43,6.38
551,Qui Nhon,100,VN,1591112389,86,13.77,109.23,80.91,8.03
552,Matagami,90,CA,1591112390,76,49.75,-77.63,51.8,9.17
553,Fukuechō,45,JP,1591112391,85,32.69,128.84,69.75,7.63
554,Loralai,23,PK,1591112392,43,30.37,68.6,75.18,13.56
555,Lukulu,0,ZM,1591112393,27,-14.37,23.24,70.25,4.29
556,Valparaíso,100,CL,1591112331,62,-33.04,-71.63,55.4,2.24
557,Marawi,97,PH,1591112396,91,8.0,124.29,75.0,5.01
558,Ouahigouya,77,BF,1591112397,17,13.58,-2.42,105.42,6.85
559,Bogo,34,PH,1591112398,72,11.05,124.01,82.17,4.25
